Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
151445;Bank of India Multi Cap Fund Regular Plan - Growth;Regular Plan;Growth;INF761K01FU4;;20.04;14-Aug-2026
151446;Bank of India Multi Cap Fund Regular Plan - IDCW;Regular Plan;IDCW;INF761K01FT6;INF761K01FV2;20.04;14-Aug-2026

Baroda BNP Paribas Mutual Fund
119354;Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option;Direct Plan;Growth Option;INF955L01AG0;;341.7877;14-Aug-2026
119353;Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF955L01AE5;;56.5505;14-Aug-2026
102020;Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option;Regular Plan;Growth Option;INF955L01674;;301.0956;14-Aug-2026
102021;Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF955L01658;INF955L01666;52.6369;14-Aug-2026

Canara Robeco Mutual Fund
151824;Canara Robeco Multi Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF760K01KO9;;15.8500;14-Aug-2026
151822;Canara Robeco Multi Cap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF760K01KQ4;INF760K01KP6;14.1700;14-Aug-2026
151821;Canara Robeco Multi Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF760K01KR2;;15.1800;14-Aug-2026
151823;Canara Robeco Multi Cap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF760K01KT8;INF760K01KS0;13.5600;14-Aug-2026

DSP Mutual Fund
152310;DSP Multicap Fund - Direct - Growth;Direct Plan;Growth;INF740KA1UC1;;12.8800;14-Aug-2026
152309;DSP Multicap Fund - Direct - IDCW;Direct Plan;IDCW;INF740KA1UD9;INF740KA1UE7;11.8110;14-Aug-2026
152307;DSP Multicap Fund - Regular - Growth;Regular Plan;Growth;INF740KA1TZ4;;12.4060;14-Aug-2026
152308;DSP Multicap Fund - Regular - IDCW;Regular Plan;IDCW;INF740KA1UA5;INF740KA1UB3;11.4490;14-Aug-2026

Edelweiss Mutual Fund
152094;Edelweiss Multi Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF754K01SD8;;16.787;14-Aug-2026
152093;Edelweiss Multi Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF754K01SA4;INF754K01SB2;16.2678;14-Aug-2026
152095;Edelweiss Multi Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF754K01RW0;;16.0745;14-Aug-2026
152096;Edelweiss Multi Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF754K01RX8;INF754K01RY6;15.5564;14-Aug-2026

Franklin Templeton Mutual Fund
152739;Franklin India Multi Cap Fund - Direct - Growth;Direct Plan;Growth;INF090I01XA7;;11.3843;14-Aug-2026
152737;Franklin India Multi Cap Fund - Direct - IDCW;Direct Plan;IDCW;INF090I01XB5;INF090I01XC3;11.3843;14-Aug-2026
152738;Franklin India Multi Cap Fund - Growth;Regular Plan;Growth;INF090I01WX1;;11.0544;14-Aug-2026
152740;Franklin India Multi Cap Fund - IDCW;Regular Plan;IDCW;INF090I01WY9;INF090I01WZ6;11.0544;14-Aug-2026

HDFC Mutual Fund
149366;HDFC Multi Cap Fund - Growth Option;Regular Plan;Growth Option;INF179KC1BV9;;19.088;14-Aug-2026
149368;HDFC Multi Cap Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF179KC1BS5;;20.147;14-Aug-2026
149365;HDFC Multi Cap Fund - IDCW Option;Regular Plan;IDCW Option;INF179KC1BW7;INF179KC1BX5;17.292;14-Aug-2026
149367;HDFC Multi Cap Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF179KC1BT3;INF179KC1BU1;18.411;14-Aug-2026

ICICI Prudential Mutual Fund
120599;ICICI Prudential Multicap Fund - Direct Plan -  Growth;Direct Plan;Growth;INF109K014O9;;979.76;14-Aug-2026
120598;ICICI Prudential Multicap Fund - Direct Plan -  IDCW;Direct Plan;IDCW;INF109K012O3;INF109K013O1;65.50;14-Aug-2026
101228;ICICI Prudential Multicap Fund - Growth;Regular Plan;Growth;INF109K01613;;870.68;14-Aug-2026
101706;ICICI Prudential Multicap Fund - IDCW;Regular Plan;IDCW;INF109K01FK7;INF109K01621;35.06;14-Aug-2026

ITI Mutual Fund
147183;ITI Multi Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF00XX01168;;30.2857;14-Aug-2026
147186;ITI Multi Cap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF00XX01176;INF00XX01184;26.7932;14-Aug-2026
147184;ITI Multi Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF00XX01135;;26.3764;14-Aug-2026
147185;ITI Multi Cap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF00XX01143;INF00XX01150;23.0721;14-Aug-2026

Kotak Mahindra Mutual Fund
149183;Kotak Multicap Fund- Regular Plan -IDCW Option;Regular Plan;IDCW Option;INF174KA1HT7;INF174KA1HU5;18.729;14-Aug-2026
149185;Kotak Multicap Fund-Direct Plan-Growth;Direct Plan;Growth;INF174KA1HV3;;21.828;14-Aug-2026
149187;Kotak Multicap Fund-Direct Plan-IDCW Option;Direct Plan;IDCW Option;INF174KA1HW1;INF174KA1HX9;20.061;14-Aug-2026
149182;Kotak Multicap Fund-Regular Plan-Growth;Regular Plan;Growth;INF174KA1HS9;;20.379;14-Aug-2026

LIC Mutual Fund
150659;LIC MF Multi Cap Fund-Direct Plan-Growth;Direct Plan;Growth;INF767K01RK7;;19.8232;14-Aug-2026
150660;LIC MF Multi Cap Fund-Direct Plan-IDCW;Direct Plan;IDCW;INF767K01RL5;INF767K01RM3;19.8232;14-Aug-2026
150661;LIC MF Multi Cap Fund-Regular Plan-Growth;Regular Plan;Growth;INF767K01RH3;;18.6553;14-Aug-2026
150662;LIC MF Multi Cap Fund-Regular Plan-IDCW;Regular Plan;IDCW;INF767K01RI1;INF767K01RJ9;18.6553;14-Aug-2026

Motilal Oswal Mutual Fund
152650;Motilal Oswal Multi Cap Fund Regular Plan Growth;;;INF247L01CO2;;14.8616;14-Aug-2026
152649;Motilal Oswal Multi Cap Fund Regular Plan IDCW;;;INF247L01CJ2;INF247L01CK0;14.6384;14-Aug-2026
152651;Motilal Oswal Multi Cap Fund-Direct Plan Growth;;;INF247L01CL8;;15.2803;14-Aug-2026
152652;Motilal Oswal Multi Cap Fund-Direct Plan IDCW;;;INF247L01CM6;INF247L01CN4;15.0560;14-Aug-2026

Nippon India Mutual Fund
118652;NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option;Direct Plan;IDCW Option;INF204K01XD4;INF204K01XE2;87.7614;14-Aug-2026
118651;Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option;Direct Plan;Bonus Option;INF204K01D55;;339.1742;14-Aug-2026
118650;Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option;Direct Plan;Growth Option;INF204K01XF9;;339.1742;14-Aug-2026
101163;NIPPON INDIA MULTI CAP FUND - IDCW Option;Regular Plan;IDCW Option;INF204K01455;INF204K01463;60.3979;14-Aug-2026
101162;Nippon India Multi Cap Fund-Growth Plan-Bonus Option;Regular Plan;Bonus Option;INF204K01471;;306.6020;14-Aug-2026
101161;Nippon India Multi Cap Fund-Growth Plan-Growth Option;Regular Plan;Growth Option;INF204K01489;;306.6020;14-Aug-2026

PGIM India Mutual Fund
152815;PGIM India Multi Cap Fund - Direct Plan - Growth Option;Direct Plan;Direct Growth;INF663L01Z03;;11.06;14-Aug-2026
152817;PGIM India Multi Cap Fund - Direct Plan - IDCW Option;Direct Plan;Direct IDCW;INF663L01Z11;INF663L01Z29;11.06;14-Aug-2026
152816;PGIM India Multi Cap Fund - Regular Plan - Growth Option;Regular Plan;Regular Growth;INF663L01Y87;;10.7;14-Aug-2026
152818;PGIM India Multi Cap Fund - Regular Plan - IDCW Option;Regular Plan;Regular IDCW;INF663L01Y95;INF663L01Z37;10.7;14-Aug-2026

quant Mutual Fund
100631;quant Multi Cap Fund-GROWTH OPTION - Regular Plan;Regular Plan;Growth Option;INF966L01234;;662.5274;14-Aug-2026
120823;quant Multi Cap Fund-GROWTH OPTION-Direct Plan;Direct Plan;Growth Option;INF966L01614;;730.8155;14-Aug-2026
120822;quant Multi Cap Fund-IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF966L01598;INF966L01606;84.635;14-Aug-2026
100630;quant Multi Cap Fund-IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF966L01218;INF966L01226;75.7683;14-Aug-2026

Samco Mutual Fund
152847;Samco Multi Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF0K1H01198;;9.09;14-Aug-2026
152848;Samco Multi Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF0K1H01206;;8.83;14-Aug-2026

SBI Mutual Fund
149887;SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);;;INF200KA19E0;INF200KA10F6;18.0477;14-Aug-2026
149882;SBI Multicap Fund- Direct Plan- Growth option;;;INF200KA18E2;;18.0476;14-Aug-2026
149886;SBI Multicap Fund- Regular Plan- Growth Option;;;INF200KA15E8;;17.3382;14-Aug-2026
149883;SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW);;;INF200KA16E6;INF200KA17E4;17.3410;14-Aug-2026

Sundaram Mutual Fund
149668;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01FN7;INF173K01FO5;88.8566;14-Aug-2026
149666;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01957;INF173K01965;65.1147;14-Aug-2026
149669;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option;Direct Plan;GROWTH;INF173K01FQ0;;447.8939;14-Aug-2026
149667;Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option;Regular Plan;GROWTH;INF173K01940;;397.7990;14-Aug-2026

Tata Mutual Fund
151232;Tata Multicap Fund - Direct Plan - Growth;Direct Plan;Growth Option;INF277KA1679;;16.4931;14-Aug-2026
151234;Tata Multicap Fund - Direct Plan - IDCW Payout;Direct Plan;IDCW Payout Option;INF277KA1695;;16.4931;14-Aug-2026
151233;Tata Multicap Fund - Direct Plan - IDCW Reinvestment;Direct Plan;IDCW Reinvestment Option;;INF277KA1687;16.4931;14-Aug-2026
151235;Tata Multicap Fund - Regular Plan - Growth;Regular Plan;Growth Option;INF277KA1703;;15.6209;14-Aug-2026
151237;Tata Multicap Fund - Regular Plan - IDCW Payout;Regular Plan;IDCW Payout Option;INF277KA1729;;15.6209;14-Aug-2026
151236;Tata Multicap Fund - Regular Plan - IDCW Reinvestment;Regular Plan;IDCW Reinvestment Option;;INF277KA1711;15.6209;14-Aug-2026

Trust Mutual Fund
153644;TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH;Direct Plan;Growth;INF0GCD01834;;12.10;14-Aug-2026
153645;TRUSTMF MULTI CAP FUND -REGULAR PLAN-GROWTH;Regular Plan;Growth;INF0GCD01842;;11.87;14-Aug-2026

Union Mutual Fund
150858;Union Multicap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01IO7;;18.61;14-Aug-2026
150857;Union Multicap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF582M01IP4;INF582M01IQ2;18.61;14-Aug-2026
150855;Union Multicap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01IS8;;17.76;14-Aug-2026
150856;Union Multicap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF582M01IT6;INF582M01IU4;17.76;14-Aug-2026

WhiteOak Capital Mutual Fund
152071;WhiteOak Capital Multi Cap Fund Direct Plan Growth;Direct Plan;Growth Option;INF03VN01803;;17.131;14-Aug-2026
152072;WhiteOak Capital Multi Cap Fund Regular Plan Growth;Regular Plan;Growth Option;INF03VN01795;;16.378;14-Aug-2026

Open Ended Schemes ( Equity Scheme - Large Cap Fund )


Aditya Birla Sun Life Mutual Fund
119528;Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan;Direct Plan;GROWTH;INF209K01YY7;;587.10;14-Aug-2026
119527;Aditya Birla Sun Life Large Cap Fund-DIRECT - IDCW;;;INF209K01YX9;INF209K01YW1;94.43;14-Aug-2026
103174;Aditya Birla Sun Life Large Cap Fund-Growth;Regular Plan;GROWTH;INF209K01BR9;;527.56;14-Aug-2026
103173;Aditya Birla Sun Life Large Cap Fund-Regular - IDCW;Regular Plan;IDCW;INF209K01BO6;INF209K01EC5;39.27;14-Aug-2026

Axis Mutual Fund
120465;Axis Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth Option;INF846K01DP8;;71.01;14-Aug-2026
120466;Axis Large Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW Option;INF846K01DN3;INF846K01DO1;25.73;14-Aug-2026
112277;Axis Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth Option;INF846K01164;;61.17;14-Aug-2026
112278;Axis Large Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW Option;INF846K01172;INF846K01180;17.91;14-Aug-2026

Bajaj Finserv Mutual Fund
152783;BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH;Direct Plan;Growth;INF0QA701896;;10.573;14-Aug-2026
152781;BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW;Direct Plan;IDCW;INF0QA701904;INF0QA701912;10.573;14-Aug-2026
152780;BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH;Regular Plan;Growth;INF0QA701862;;10.263;14-Aug-2026
152782;BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW;Regular Plan;IDCW;INF0QA701870;INF0QA701888;10.263;14-Aug-2026

Bandhan Mutual Fund
108799;BANDHAN Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF194K01516;;79.509;14-Aug-2026
108800;BANDHAN Large Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF194K01490;INF194K01508;21.916;14-Aug-2026
118479;BANDHAN Large Cap Fund-Direct Plan-Growth;Direct Plan;Growth;INF194K01Z44;;92.457;14-Aug-2026
118478;BANDHAN Large Cap Fund-Direct Plan-IDCW;Direct Plan;IDCW;INF194K01Z51;INF194K01Z69;29.102;14-Aug-2026

Bank of India Mutual Fund
148980;BANK OF INDIA Large Cap Fund Direct Plan Growth;Direct Plan;Growth;INF761K01FL3;;18.09;14-Aug-2026
148981;BANK OF INDIA Large Cap Fund Direct Plan IDCW;Direct Plan;IDCW;INF761K01FK5;INF761K01FM1;18.05;14-Aug-2026
148982;BANK OF INDIA Large Cap Fund Regular Plan Growth;Regular Plan;Growth;INF761K01FO7;;16.92;14-Aug-2026
148983;BANK OF INDIA Large Cap Fund Regular Plan IDCW;Regular Plan;IDCW;INF761K01FN9;INF761K01FP4;16.92;14-Aug-2026

Baroda BNP Paribas Mutual Fund
150187;BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF251K01HN7;;264.0764;14-Aug-2026
150188;BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF251K01HL1;INF251K01HM9;26.8339;14-Aug-2026
150186;BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF251K01910;INF251K01902;22.0495;14-Aug-2026
150185;BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option;Regular Plan;Growth Option;INF251K01894;;226.0219;14-Aug-2026

Canara Robeco Mutual Fund
118269;CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01FR2;;73.2900;14-Aug-2026
118270;CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01FP6;INF760K01FQ4;53.4200;14-Aug-2026
113221;CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01AR3;;62.6500;14-Aug-2026
113222;CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);Regular Plan;IDCW (Payout/Reinvestment);INF760K01AS1;INF760K01AT9;28.9400;14-Aug-2026

DSP Mutual Fund
119250;DSP Large Cap Fund - Direct Plan - Growth;Direct Plan;Growth;INF740K01PR3;;511.2150;14-Aug-2026
119249;DSP Large Cap Fund - Direct Plan - IDCW;Direct Plan;IDCW;INF740K01PS1;INF740K01PT9;27.3180;14-Aug-2026
101635;DSP Large Cap Fund - Regular Plan - Growth;Regular Plan;Growth;INF740K01243;;463.0020;14-Aug-2026
101636;DSP Large Cap Fund - Regular Plan - IDCW;Regular Plan;IDCW;INF740K01227;INF740K01235;23.6070;14-Aug-2026

Edelweiss Mutual Fund
118616;Edelweiss Large Cap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW;INF754K01BT0;INF754K01BU8;38.86;14-Aug-2026
118617;Edelweiss Large Cap Fund - Direct Plan-Growth option;Direct Plan;Growth;INF754K01BW4;;98.45;14-Aug-2026
111938;Edelweiss Large Cap Fund - Plan B - IDCW Option;;;INF754K01053;INF754K01061;77.74;14-Aug-2026
111939;Edelweiss Large Cap Fund - Plan C - IDCW Option;;;INF754K01095;INF754K01103;63.4;14-Aug-2026
111940;Edelweiss Large Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF754K01046;;84.4;14-Aug-2026
111936;Edelweiss Large Cap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW;INF754K01012;INF754K01020;26.59;14-Aug-2026
111935;Edelweiss Large Cap Fund -Plan B - Growth option;;;INF754K01087;;84.91;14-Aug-2026
111937;Edelweiss Large Cap Fund -Plan C - Growth option;;;INF754K01129;;83.81;14-Aug-2026

Franklin Templeton Mutual Fund
118462;Franklin India Large Cap Fund - Direct - IDCW;Direct Plan;IDCW;INF090I01FO5;INF090I01FP2;50.8942;14-Aug-2026
100470;Franklin India Large Cap Fund - IDCW;Regular Plan;IDCW;INF090I01155;INF090I01163;43.5642;14-Aug-2026
118531;Franklin India Large Cap Fund- Direct - Growth;Direct Plan;Growth;INF090I01FN7;;1157.4831;14-Aug-2026
100471;Franklin India Large Cap Fund-Growth;Regular Plan;Growth;INF090I01171;;1037.4617;14-Aug-2026

HDFC Mutual Fund
119018;HDFC Large Cap Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF179K01YV8;;1246.769;14-Aug-2026
102000;HDFC Large Cap Fund - Growth Option - Regular Plan;Regular Plan;Growth Option;INF179K01BE2;;1145.57;14-Aug-2026
119017;HDFC Large Cap Fund - IDCW Option - Direct Plan;Direct Plan;IDCW Option;INF179K01YT2;INF179K01YU0;63.143;14-Aug-2026
102001;HDFC Large Cap Fund - IDCW Option - Regular Plan;Regular Plan;IDCW Option;INF179K01BC6;INF179K01BD4;52.463;14-Aug-2026

ICICI Prudential Mutual Fund
120585;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW;Direct Plan;IDCW;INF109K014L5;INF109K015L2;61.35;14-Aug-2026
108466;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth;Regular Plan;Growth;INF109K01BL4;;109.78;14-Aug-2026
108465;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW;Regular Plan;IDCW;INF109K01EP9;INF109K01BM2;29.60;14-Aug-2026
120586;ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth;Direct Plan;Growth;INF109K016L0;;121.26;14-Aug-2026

ITI Mutual Fund
148353;ITI Large Cap Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF00XX01804;;19.6303;14-Aug-2026
148352;ITI Large Cap Fund - Direct Plan - IDCW Option;Direct Plan;IDCW Option;INF00XX01812;INF00XX01820;18.6305;14-Aug-2026
148351;ITI Large Cap Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF00XX01770;;17.5369;14-Aug-2026
148354;ITI Large Cap Fund - Regular Plan - IDCW Option;Regular Plan;IDCW Option;INF00XX01788;INF00XX01796;16.5461;14-Aug-2026

JM Financial Mutual Fund
134958;JM Large Cap Fund (Direct) - Annual IDCW;Direct Plan;Annual IDCW Option;INF192K01JU4;INF192K01JV2;75.0259;14-Aug-2026
120490;JM Large Cap Fund (Direct) - Growth Option;Direct Plan;Growth Option;INF192K01BZ0;;182.1379;14-Aug-2026
134957;JM Large Cap Fund (Direct) - Half Yearly IDCW ;Direct Plan;Half Yearly IDCW Option;INF192K01JR0;INF192K01JZ3;74.5015;14-Aug-2026
120489;JM Large Cap Fund (Direct) - IDCW;Direct Plan;IDCW Option;INF192K01BX5;INF192K01BY3;73.1262;14-Aug-2026
134956;JM Large Cap Fund (Direct) - Monthly IDCW ;Direct Plan;Monthly IDCW Option;INF192K01JJ7;INF192K01JK5;74.346;14-Aug-2026
134960;JM Large Cap Fund (Direct) - Quarterly IDCW;Direct Plan;Quarterly IDCW Option;INF192K01JN9;INF192K01JO7;75.0393;14-Aug-2026
134961;JM Large Cap Fund (Regular) - Annual IDCW;Regular Plan;Annual IDCW Option;INF192K01JS8;INF192K01JT6;31.2591;14-Aug-2026
100219;JM Large Cap Fund (Regular) - Growth Option;Regular Plan;Growth Option;INF192K01601;;156.5911;14-Aug-2026
134955;JM Large Cap Fund (Regular) - Half Yearly IDCW;Regular Plan;Half Yearly IDCW Option;INF192K01JP4;INF192K01JQ2;25.6702;14-Aug-2026
100218;JM Large Cap Fund (Regular) - IDCW ;Regular Plan;IDCW Option;INF192K01585;INF192K01593;30.398;14-Aug-2026
134959;JM Large Cap Fund (Regular) - Monthly IDCW;Regular Plan;Monthly IDCW Option;INF192K01JH1;INF192K01JI9;24.3313;14-Aug-2026
134954;JM Large Cap Fund (Regular) - Quarterly IDCW;Regular Plan;Quarterly IDCW Option;INF192K01JL3;INF192K01JM1;35.3383;14-Aug-2026

Kotak Mahindra Mutual Fund
120152;Kotak Large Cap  Fund - Growth - Direct;Direct Plan;Growth;INF174K01KW6;;669.475;14-Aug-2026
114458;Kotak Large Cap Fund - Growth;Regular Plan;Growth;INF174K01153;;575.162;14-Aug-2026
120153;Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct;Direct Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01KY2;INF174K01KX4;88.54;14-Aug-2026
114457;Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01179;INF174K01161;74.244;14-Aug-2026

LIC Mutual Fund
120267;LIC MF Large Cap Fund-Direct Plan-Growth;Direct Plan;Growth;INF767K01EJ7;;62.8186;14-Aug-2026
120268;LIC MF Large Cap Fund-Direct Plan-IDCW;Direct Plan;IDCW;INF767K01EI9;INF767K01EK5;39.5568;14-Aug-2026
106871;LIC MF Large Cap Fund-Regular Plan-Growth;Regular Plan;Growth;INF767K01105;;54.6156;14-Aug-2026
100332;LIC MF Large Cap Fund-Regular Plan-IDCW;Regular Plan;IDCW;INF767K01097;INF767K01089;32.9844;14-Aug-2026

Motilal Oswal Mutual Fund
152354;Motilal Oswal Large Cap Direct Plan Growth;;;INF247L01CE3;;14.1797;14-Aug-2026
152351;Motilal Oswal Large Cap Direct Plan IDCW;;;INF247L01CF0;INF247L01CG8;12.7811;14-Aug-2026
152352;Motilal Oswal Large Cap Regular Plan Growth;;;INF247L01CB9;;13.7351;14-Aug-2026
152353;Motilal Oswal Large Cap Regular Plan IDCW;;;INF247L01CC7;INF247L01CD5;12.2340;14-Aug-2026

Nippon India Mutual Fund
106235;Nippon India Large Cap  Fund- Growth Plan -Growth Option;Regular Plan;Growth Option;INF204K01562;;90.6446;14-Aug-2026
